Name,Email,Phone,Street,City,Country,Pincode,Experience,Current Job,Expected Salary,Skill Set,Roles,Qualification,Current Employer,Current Salary,Additional Info,Notice Period,Status
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
